station_id,date,latitude,longitude,temperature,humidity
AWS_001,2023-01-01,14.65,121.05,27.7,71.3
AWS_001,2023-01-02,14.65,121.05,27.8,74.8
AWS_001,2023-01-03,14.65,121.05,29.5,69.3
AWS_001,2023-01-04,14.65,121.05,27.8,73.4
AWS_001,2023-01-05,14.65,121.05,30.0,64.0
AWS_001,2023-01-06,14.65,121.05,26.7,75.3
AWS_001,2023-01-07,14.65,121.05,30.4,76.1
AWS_001,2023-01-08,14.65,121.05,30.3,71.0
AWS_001,2023-01-09,14.65,121.05,28.3,75.2
AWS_001,2023-01-10,14.65,121.05,26.1,80.7
AWS_001,2023-01-11,14.65,121.05,28.4,71.7
AWS_001,2023-01-12,14.65,121.05,29.7,76.5
AWS_001,2023-01-13,14.65,121.05,28.9,77.1
AWS_001,2023-01-14,14.65,121.05,27.0,69.7
AWS_001,2023-01-15,14.65,121.05,28.7,70.2
AWS_001,2023-01-16,14.65,121.05,32.4,77.0
AWS_001,2023-01-17,14.65,121.05,30.5,80.8
AWS_001,2023-01-18,14.65,121.05,30.3,71.4
AWS_001,2023-01-19,14.65,121.05,28.7,79.1
AWS_001,2023-01-20,14.65,121.05,29.2,79.4
AWS_001,2023-01-21,14.65,121.05,31.7,85.0
AWS_001,2023-01-22,14.65,121.05,29.7,76.9
AWS_001,2023-01-23,14.65,121.05,31.7,75.8
AWS_001,2023-01-24,14.65,121.05,26.7,67.9
AWS_001,2023-01-25,14.65,121.05,28.3,73.5
AWS_001,2023-01-26,14.65,121.05,29.2,79.8
AWS_001,2023-01-27,14.65,121.05,30.2,76.8
AWS_001,2023-01-28,14.65,121.05,28.8,75.1
AWS_001,2023-01-29,14.65,121.05,31.4,79.0
AWS_001,2023-01-30,14.65,121.05,33.5,86.0
AWS_001,2023-01-31,14.65,121.05,30.5,78.7
AWS_001,2023-02-01,14.65,121.05,28.8,79.2
AWS_001,2023-02-02,14.65,121.05,29.7,73.1
AWS_001,2023-02-03,14.65,121.05,31.1,71.5
AWS_001,2023-02-04,14.65,121.05,30.5,86.1
AWS_001,2023-02-05,14.65,121.05,30.1,77.2
AWS_001,2023-02-06,14.65,121.05,31.4,80.4
AWS_001,2023-02-07,14.65,121.05,30.3,87.4
AWS_001,2023-02-08,14.65,121.05,30.1,71.8
AWS_001,2023-02-09,14.65,121.05,31.3,79.1
AWS_001,2023-02-10,14.65,121.05,33.0,88.9
AWS_001,2023-02-11,14.65,121.05,26.8,77.5
AWS_001,2023-02-12,14.65,121.05,32.6,76.2
AWS_001,2023-02-13,14.65,121.05,31.2,70.7
AWS_001,2023-02-14,14.65,121.05,32.2,80.9
AWS_001,2023-02-15,14.65,121.05,31.8,73.2
AWS_001,2023-02-16,14.65,121.05,32.2,89.2
AWS_001,2023-02-17,14.65,121.05,31.8,89.1
AWS_001,2023-02-18,14.65,121.05,30.4,73.0
AWS_001,2023-02-19,14.65,121.05,31.6,68.5
AWS_001,2023-02-20,14.65,121.05,32.5,86.0
AWS_001,2023-02-21,14.65,121.05,32.4,76.8
AWS_001,2023-02-22,14.65,121.05,32.7,73.6
AWS_001,2023-02-23,14.65,121.05,30.6,78.3
AWS_001,2023-02-24,14.65,121.05,31.7,81.4
AWS_001,2023-02-25,14.65,121.05,31.7,85.3
AWS_001,2023-02-26,14.65,121.05,34.6,79.6
AWS_001,2023-02-27,14.65,121.05,30.6,83.8
AWS_001,2023-02-28,14.65,121.05,32.8,79.4
AWS_001,2023-03-01,14.65,121.05,32.3,83.8
AWS_001,2023-03-02,14.65,121.05,31.8,84.3
AWS_001,2023-03-03,14.65,121.05,33.6,79.7
AWS_001,2023-03-04,14.65,121.05,30.6,91.1
AWS_001,2023-03-05,14.65,121.05,33.4,87.1
AWS_001,2023-03-06,14.65,121.05,33.1,76.5
AWS_001,2023-03-07,14.65,121.05,34.8,78.2
AWS_001,2023-03-08,14.65,121.05,30.1,79.0
AWS_001,2023-03-09,14.65,121.05,31.5,90.0
AWS_001,2023-03-10,14.65,121.05,33.2,84.5
AWS_001,2023-03-11,14.65,121.05,33.6,87.0
AWS_001,2023-03-12,14.65,121.05,33.8,86.8
AWS_001,2023-03-13,14.65,121.05,33.1,85.9
AWS_001,2023-03-14,14.65,121.05,31.2,84.8
AWS_001,2023-03-15,14.65,121.05,34.3,82.6
AWS_001,2023-03-16,14.65,121.05,32.3,84.8
AWS_001,2023-03-17,14.65,121.05,32.6,73.7
AWS_001,2023-03-18,14.65,121.05,31.9,77.4
AWS_001,2023-03-19,14.65,121.05,31.4,72.8
AWS_001,2023-03-20,14.65,121.05,32.7,85.2
AWS_001,2023-03-21,14.65,121.05,34.8,84.0
AWS_001,2023-03-22,14.65,121.05,34.2,81.5
AWS_001,2023-03-23,14.65,121.05,32.3,79.6
AWS_001,2023-03-24,14.65,121.05,34.2,88.8
AWS_001,2023-03-25,14.65,121.05,32.1,77.9
AWS_001,2023-03-26,14.65,121.05,32.3,93.3
AWS_001,2023-03-27,14.65,121.05,30.5,85.7
AWS_001,2023-03-28,14.65,121.05,28.8,82.5
AWS_001,2023-03-29,14.65,121.05,33.9,86.2
AWS_001,2023-03-30,14.65,121.05,33.1,81.6
AWS_001,2023-03-31,14.65,121.05,33.1,89.0
AWS_001,2023-04-01,14.65,121.05,33.8,83.2
AWS_001,2023-04-02,14.65,121.05,31.5,80.1
AWS_001,2023-04-03,14.65,121.05,34.0,81.0
AWS_001,2023-04-04,14.65,121.05,33.5,82.3
AWS_001,2023-04-05,14.65,121.05,37.4,85.1
AWS_001,2023-04-06,14.65,121.05,33.1,85.5
AWS_001,2023-04-07,14.65,121.05,35.7,82.8
AWS_001,2023-04-08,14.65,121.05,33.5,86.2
AWS_001,2023-04-09,14.65,121.05,31.8,86.1
AWS_001,2023-04-10,14.65,121.05,33.5,90.2
AWS_001,2023-04-11,14.65,121.05,35.9,85.8
AWS_001,2023-04-12,14.65,121.05,33.9,81.6
AWS_001,2023-04-13,14.65,121.05,34.9,84.8
AWS_001,2023-04-14,14.65,121.05,32.2,88.4
AWS_001,2023-04-15,14.65,121.05,33.2,94.6
AWS_001,2023-04-16,14.65,121.05,30.9,83.1
AWS_001,2023-04-17,14.65,121.05,33.4,84.8
AWS_001,2023-04-18,14.65,121.05,32.6,81.8
AWS_001,2023-04-19,14.65,121.05,35.3,83.4
AWS_001,2023-04-20,14.65,121.05,32.8,86.2
AWS_001,2023-04-21,14.65,121.05,35.7,93.6
AWS_001,2023-04-22,14.65,121.05,31.4,85.3
AWS_001,2023-04-23,14.65,121.05,34.7,85.9
AWS_001,2023-04-24,14.65,121.05,32.4,84.9
AWS_001,2023-04-25,14.65,121.05,32.8,83.6
AWS_001,2023-04-26,14.65,121.05,32.3,84.3
AWS_001,2023-04-27,14.65,121.05,33.4,74.0
AWS_001,2023-04-28,14.65,121.05,33.9,77.2
AWS_001,2023-04-29,14.65,121.05,30.8,85.1
AWS_001,2023-04-30,14.65,121.05,33.7,83.6
AWS_001,2023-05-01,14.65,121.05,34.7,69.4
AWS_001,2023-05-02,14.65,121.05,31.4,90.0
AWS_001,2023-05-03,14.65,121.05,32.3,78.5
AWS_001,2023-05-04,14.65,121.05,33.5,83.7
AWS_001,2023-05-05,14.65,121.05,31.3,91.8
AWS_001,2023-05-06,14.65,121.05,30.7,90.7
AWS_001,2023-05-07,14.65,121.05,34.1,79.1
AWS_001,2023-05-08,14.65,121.05,30.7,84.7
AWS_001,2023-05-09,14.65,121.05,35.0,76.7
AWS_001,2023-05-10,14.65,121.05,30.4,78.1
AWS_001,2023-05-11,14.65,121.05,30.8,82.7
AWS_001,2023-05-12,14.65,121.05,34.4,80.3
AWS_001,2023-05-13,14.65,121.05,31.9,84.6
AWS_001,2023-05-14,14.65,121.05,30.2,78.6
AWS_001,2023-05-15,14.65,121.05,29.1,83.6
AWS_001,2023-05-16,14.65,121.05,33.1,91.2
AWS_001,2023-05-17,14.65,121.05,30.8,83.4
AWS_001,2023-05-18,14.65,121.05,34.6,78.1
AWS_001,2023-05-19,14.65,121.05,31.5,76.7
AWS_001,2023-05-20,14.65,121.05,31.6,85.5
AWS_001,2023-05-21,14.65,121.05,29.7,83.8
AWS_001,2023-05-22,14.65,121.05,28.5,75.5
AWS_001,2023-05-23,14.65,121.05,29.6,85.4
AWS_001,2023-05-24,14.65,121.05,32.4,88.4
AWS_001,2023-05-25,14.65,121.05,31.6,75.4
AWS_001,2023-05-26,14.65,121.05,32.5,83.3
AWS_001,2023-05-27,14.65,121.05,28.4,75.6
AWS_001,2023-05-28,14.65,121.05,30.0,68.9
